item_id,popularity_score,interaction_count,avg_rating
1,0.48022172772944227,182,3.9258241758241756
2,0.4637231908517783,93,3.39247311827957
3,0.09459152062183927,51,3.2941176470588234
4,0.007680507351255357,7,2.357142857142857
5,0.07847509458829073,47,3.0638297872340425
6,0.24215182890284773,90,3.888888888888889
7,0.09422770051017959,53,3.19811320754717
8,0.012127116870403196,8,2.875
9,0.027083894343900475,15,3.2333333333333334
10,0.374739778047586,124,3.4919354838709675
11,0.14638382375993997,67,3.701492537313433
12,0.018999149763631675,17,2.3823529411764706
13,0.012183715054088448,7,3.142857142857143
14,0.04123219735937087,18,3.8333333333333335
15,0.020616098679685432,12,3.125
16,0.21501981889268326,70,3.8785714285714286
17,0.1885384356599868,63,3.888888888888889
18,0.07535649682426357,17,3.823529411764706
19,0.10507214710912872,78,2.6346153846153846
20,0.017786438076591353,14,2.5714285714285716
21,0.17543896642420015,86,3.5232558139534884
22,0.0630610268797026,35,3.2285714285714286
23,0.02748813157291391,15,3.2666666666666666
24,0.045678806878518705,26,3.173076923076923
25,0.15846100280567324,74,3.6486486486486487
26,0.02506270819883327,12,3.5833333333333335
27,0.016978020965310644,9,3.3333333333333335
28,0.02875515319437522,11,4.2272727272727275
29,0.09054915845283258,37,4.027027027027027
31,0.05376355145878757,31,3.1451612903225805
32,0.6622030119597264,162,3.993827160493827
34,0.2520331404999152,114,3.692982456140351
36,0.16528653253603304,65,3.8846153846153846
39,0.17630049947266063,95,3.294736842105263
41,0.0315305038630483,14,3.7857142857142856
42,0.009701693496322555,6,3.0
43,0.012531354099416634,7,3.2142857142857144
44,0.04734730709237579,40,2.4625
45,0.05861439820694878,31,3.338709677419355
46,0.025062708198833276,15,3.066666666666667
47,0.7701688786767255,170,3.961764705882353
48,0.10925676873631644,62,3.161290322580645
50,0.7590742497100432,173,4.2485549132947975
52,0.054167788687800936,27,3.4814814814814814
57,0.012127116870403194,7,3.142857142857143
58,0.09054913929901055,37,4.027027027027027
60,0.058250606956753145,32,3.25
61,0.012127116870403196,5,4.0
62,0.16209914798302694,74,3.7094594594594597
63,0.009701693496322555,7,2.7142857142857144
64,0.004850846748161279,5,2.2
65,0.035572876153182706,29,2.5172413793103448
66,0.010914405183362876,9,2.5
68,0.009701693496322555,5,3.4
69,0.04042372290134399,18,3.7777777777777777
70,0.09095821224522865,47,3.393617021276596
71,0.002829660603094079,5,1.7
72,0.012531354893451134,7,3.2142857142857144
73,0.024254233740806392,12,3.5
74,0.01940338699264511,8,4.0
75,0.0048508467481612775,4,2.5
76,0.02627541988587359,13,3.5
79,0.023445759282779508,16,2.8125
81,0.02102033590869887,12,3.1666666666666665
82,0.018594912534618233,8,3.875
85,0.016169489160537592,7,3.857142857142857
86,0.03597711338219615,15,3.966666666666667
87,0.008893219038295676,6,2.8333333333333335
88,0.027488131572913906,14,3.4285714285714284
89,0.016977963618564476,9,3.3333333333333335
92,0.010510167954349435,8,2.625
93,0.012935591328430075,8,3.0
94,0.023849996511792954,10,3.95
95,0.1309728622003545,79,3.050632911392405
97,0.025500089452732248,8,4.0
100,0.019403386992645117,13,2.8461538461538463
101,0.04891757506731791,21,3.880952380952381
102,0.005659321206188158,5,2.4
104,0.2890750855137376,83,3.4457831325301207
105,0.04244492820000578,23,3.282608695652174
107,0.041676878358189645,22,3.340909090909091
110,0.5679352160720941,210,4.052380952380952
111,0.588241647653756,89,4.129213483146067
112,0.08893219038295677,44,3.5
116,0.011722879641389756,5,3.9
122,0.021424573137712476,16,2.65625
125,0.02506270819883327,12,3.5833333333333335
126,0.005659321206188158,7,2.0
132,0.008893219038295676,6,2.8333333333333335
135,0.048912704710626226,31,2.9516129032258065
140,0.032338978321075185,16,3.5
141,0.16250336606340285,80,3.5125
144,0.021424573137712316,11,3.409090909090909
145,0.07842202242860732,44,3.2045454545454546
147,0.024658470970324867,12,3.5416666666666665
150,0.4642361891437669,182,3.8736263736263736
151,0.09054915845170686,44,3.5454545454545454
153,0.2063541493795811,129,2.941860465116279
154,0.027932845118845282,12,3.875
155,0.005659321206188158,5,2.4
157,0.016169489160537596,10,3.0
158,0.08200566102678299,56,2.8035714285714284
159,0.018190677620446804,12,2.875
160,0.08003897134466109,53,2.8679245283018866
161,0.2118607174766083,99,3.6464646464646466
162,0.041636434588384306,16,4.21875
163,0.15902937225550526,60,3.525
164,0.02506270819883327,13,3.3846153846153846
165,0.3233569431704198,133,3.5225563909774436
168,0.08852795315394334,52,3.105769230769231
169,0.009297456267309117,9,2.2777777777777777
170,0.09799185052808115,34,3.235294117647059
171,0.013744065786456955,6,3.8333333333333335
172,0.10526666695244201,51,2.6666666666666665
173,0.361795764085796,58,2.663793103448276
174,0.013744065786456957,10,2.7
175,0.044061857962464944,18,4.027777777777778
176,0.03274321555008863,12,4.375
177,0.011318642412376316,8,2.75
180,0.11193933040210849,30,3.4833333333333334
181,0.014956777473497275,15,2.2333333333333334
185,0.21512536882167924,105,3.052380952380952
186,0.06467795664215038,44,2.8181818181818183
188,0.022637284824752635,11,3.5454545454545454
190,0.007276270122241917,5,2.8
191,0.006467795664215038,5,2.6
193,0.03961524844331726,33,2.484848484848485
194,0.035572876153182706,17,3.588235294117647
195,0.016573726389551034,9,3.2777777777777777
196,0.05942287266497566,44,2.6704545454545454
198,0.04931694193963966,27,3.259259259259259
203,0.040019504827403435,20,3.475
204,0.07616317034607616,28,2.75
205,0.015765251931524154,9,3.1666666666666665
207,0.040019485672330546,20,3.475
208,0.2854035729225631,105,2.8904761904761904
213,0.04273872615678062,6,3.8333333333333335
215,0.09805054413759906,19,4.026315789473684
216,0.2690724873549591,43,3.3372093023255816
217,0.006467795664215038,6,2.3333333333333335
218,0.026679657114887033,13,3.5384615384615383
222,0.035572876153182706,16,3.75
223,0.2659467160766495,92,3.880434782608696
224,0.08448558086380893,40,3.6125
225,0.10671862845954813,52,3.5384615384615383
227,0.033147452779102075,22,2.8636363636363638
229,0.012531354099416634,6,3.5833333333333335
230,0.04567882603313672,23,3.4565217391304346
231,0.2522027730641267,122,3.0327868852459017
232,0.03274321555008863,14,3.892857142857143
233,0.022637284824752635,11,3.5454545454545454
234,0.02182881036672575,16,2.6875
235,0.1439488762469942,67,3.656716417910448
236,0.08650676700887612,43,3.488372093023256
237,0.04082796013035742,21,3.4047619047619047
239,0.020252332024905798,14,2.7857142857142856
242,0.010510167954349437,5,3.6
246,0.07724974495638216,29,4.293103448275862
247,0.049771141981089395,21,3.9285714285714284
248,0.02950931771798111,16,3.28125
249,0.039615248443317104,18,3.7222222222222223
250,0.007276270122241917,5,2.8
252,0.08448558086380893,42,3.488095238095238
253,0.20337173499561192,103,3.441747572815534
255,0.006063558435201599,7,2.0714285714285716
256,0.05017802691284679,33,2.878787878787879
257,0.02829660603094079,14,3.5
258,0.012935591328430076,10,2.6
259,0.008893219038295678,5,3.2
260,0.897061215829866,202,4.26980198019802
261,0.09661269773421212,41,3.9146341463414633
262,0.048158407285889236,20,3.975
265,0.07842202242860732,33,3.9393939393939394
266,0.13218559303678262,67,3.4402985074626864
267,0.06323072528941805,16,3.0625
270,0.009297456267309117,4,3.875
272,0.06912458531563195,30,3.85
273,0.044061877116866904,28,2.9464285714285716
274,0.010914405183362876,6,3.25
275,0.0048508467481612775,6,2.0
276,0.038402536756276785,21,3.261904761904762
277,0.06225253326806974,35,3.2
280,0.032338978321075185,13,4.076923076923077
281,0.02991355494699455,13,3.8461538461538463
282,0.07478390652078534,39,3.371794871794872
288,0.14304533895636823,82,3.152439024390244
289,0.01657372638955103,8,3.5625
290,0.03436016446614239,14,4.035714285714286
292,0.18958933593266755,97,3.417525773195876
293,0.30637706140004084,107,3.939252336448598
296,0.9757492033611137,259,4.204633204633205
300,0.1612906735250682,78,3.5576923076923075
302,0.008893219038295678,5,3.2
303,0.046891518565559016,30,2.933333333333333
305,0.013339828557443518,9,2.8333333333333335
306,0.06755523634105344,15,4.233333333333333
307,0.08251499238258131,23,3.9130434782608696
308,0.07160735324532304,17,4.147058823529412
312,0.002829660603094079,8,1.4375
314,0.03436016446614239,15,3.8333333333333335
315,0.06392103323709075,38,3.0789473684210527
316,0.2465847288501897,130,3.3461538461538463
317,0.12647174874360956,72,3.1666666666666665
318,1.0,251,4.426294820717131
319,0.03678558784022303,18,3.5277777777777777
322,0.018594912534618233,9,3.5555555555555554
325,0.008084744580268796,6,2.6666666666666665
327,0.047700012178010606,32,2.84375
328,0.014148303015470395,8,3.1875
329,0.19201270293149936,100,3.375
330,0.009701693496322555,6,3.0
332,0.014148303015470397,9,2.9444444444444446
333,0.1592348099190015,47,3.8297872340425534
334,0.012935591328430076,5,4.2
337,0.16295755035705597,73,3.76027397260274
338,0.025062708198833276,17,2.823529411764706
339,0.18194716274552422,91,3.4725274725274726
340,0.009701693496322555,5,3.4
342,0.05946330198313323,32,3.296875
343,0.007680507351255357,5,2.9
344,0.43022916170197234,149,3.0134228187919465
345,0.07241153023001423,34,3.6323529411764706
346,0.012127116870403196,6,3.5
347,0.012127116870403196,6,3.5
348,0.06103984073534042,29,3.603448275862069
349,0.2271813227055533,107,3.6261682242990654
350,0.10914405183362874,56,3.4107142857142856
351,0.028700843259954225,16,3.21875
353,0.40909455237728204,60,3.5833333333333335
354,0.010510167954349437,5,3.6
355,0.04451870555049181,39,2.41025641025641
356,0.9008379638080966,262,4.169847328244275
357,0.19867395137765884,95,3.536842105263158
358,0.012127116870403196,9,2.6666666666666665
360,0.009701693496322555,7,2.7142857142857144
361,0.027083894343900468,16,3.09375
362,0.06754805750969069,33,3.5303030303030303
364,0.354071833662211,143,3.944055944055944
366,0.016573726389551034,10,3.05
367,0.5244873986917521,139,3.158273381294964
368,0.14431269075779804,71,3.5140845070422535
370,0.12386090690014381,53,3.0377358490566038
371,0.03799829952726335,20,3.35
372,0.02991355494699455,21,2.761904761904762
373,0.021828810366725755,10,3.7
374,0.01940860893618657,21,2.142857142857143
376,0.0715500086885641,39,3.269230769230769
377,0.35227440056969284,159,3.518867924528302
378,0.010105930725335995,7,2.7857142857142856
379,0.022637284824752635,19,2.473684210526316
380,0.335961542513742,167,3.4880239520958085
381,0.025062708198833276,11,3.8181818181818183
382,0.025466945427846707,14,3.25
383,0.03395592723712895,20,3.1
390,0.010914405183362877,5,3.7
393,0.007680507351255357,7,2.357142857142857
405,0.010914405183362877,10,2.35
407,0.009701693496322555,6,3.0
410,0.13465141803590588,79,3.107594936708861
412,0.025466945427846707,12,3.625
413,0.03476440169515582,24,2.7916666666666665
414,0.005659321206188158,5,2.4
415,0.019403386992645117,15,2.6
416,0.008893219038295676,7,2.5714285714285716
417,0.028296606030940794,13,3.6923076923076925
419,0.027488131572913906,19,2.789473684210526
420,0.08125168303170159,58,2.7327586206896552
421,0.02142457313771231,12,3.2083333333333335
422,0.008893219038295678,5,3.2
423,0.013744065786456955,9,2.888888888888889
426,0.012127116870403194,7,3.142857142857143
427,0.014956777473497274,12,2.5416666666666665
428,0.03799830100815346,17,3.764705882352941
429,0.004446609519147839,5,2.1
431,0.13385462513319224,38,3.6842105263157894
432,0.07276270122241918,54,2.6666666666666665
433,0.011318642412376316,8,2.75
434,0.16295913338560644,97,3.077319587628866
435,0.07123570519447349,60,2.4583333333333335
436,0.008893219038295676,7,2.5714285714285716
437,0.008084744580268796,8,2.25
438,0.008893219038295676,6,2.8333333333333335
440,0.14714237050973425,71,3.563380281690141
441,0.2663023843295271,39,3.9358974358974357
442,0.40469242320277415,73,3.047945205479452
444,0.006467795664215038,6,2.3333333333333335
445,0.01940338699264511,12,3.0
446,0.020616098679685436,9,3.8333333333333335
448,0.016977963618564473,8,3.625
450,0.011318642412376316,7,3.0
453,0.043025721479719864,4,3.0
454,0.19812618616784194,97,3.5257731958762886
455,0.03886004548812275,33,2.4545454545454546
457,0.46382170313999305,172,4.037790697674419
458,0.006467795664215037,4,3.0
459,0.005659321206188158,5,2.4
464,0.012127116870403196,8,2.875
466,0.08286863194775533,56,2.830357142857143
468,0.038402536756276785,21,3.261904761904762
469,0.009701693496322555,5,3.4
471,0.07559236182551328,37,3.527027027027027
472,0.007276270122241917,5,2.8
473,0.0048508467481612775,6,2.0
474,0.14431270990845912,66,3.7045454545454546
475,0.06669916194094865,25,4.3
477,0.03193474109206174,16,3.46875
480,0.5384140276549236,216,3.787037037037037
481,0.03233897832107519,18,3.2222222222222223
482,0.016977963618564473,8,3.625
485,0.07276270122241933,48,2.875
489,0.016573726389551038,11,2.8636363636363638
490,0.01940338699264511,12,3.0
491,0.02991355494699455,15,3.466666666666667
492,0.02991842733965466,13,3.8461538461538463
493,0.02587118265686015,12,3.6666666666666665
494,0.0780177851995939,40,3.4125
497,0.09620847965502986,42,3.8333333333333335
500,0.2525270339442156,126,3.376984126984127
501,0.010105930725335997,5,3.5
502,0.014956777473497274,13,2.423076923076923
505,0.006872032893228477,6,2.4166666666666665
507,0.02506270819883327,13,3.3846153846153846
508,0.12333277516759485,57,3.675438596491228
509,0.12329237399833917,60,3.5416666666666665
514,0.03516863892416927,18,3.4166666666666665
515,0.04810423025259934,23,3.5869565217391304
516,0.028700843259954232,17,3.088235294117647
517,0.015361014702510714,8,3.375
519,0.017786438076591353,16,2.375
520,0.1420513435488504,62,3.1048387096774195
522,0.011318642412376316,6,3.3333333333333335
524,0.06710824593953982,33,3.515151515151515
527,0.7861588676502668,184,4.236413043478261
529,0.09135761375703741,39,3.8974358974358974
531,0.04042372290134399,22,3.272727272727273
532,0.02587118265686015,16,3.0
533,0.02465847096981983,16,2.90625
534,0.02950931771798111,14,3.607142857142857
535,0.02344575928277951,13,3.230769230769231
537,0.02102033590869887,12,3.1666666666666665
538,0.02384999651179295,11,3.6818181818181817
539,0.19407427834447122,96,3.5
540,0.024254233740806392,18,2.6666666666666665
541,0.6314799428689488,106,4.132075471698113
542,0.019403386992645117,13,2.8461538461538463
543,0.07357117568044606,39,3.3333333333333335
544,0.008893219038295676,7,2.5714285714285716
546,0.014592990569645777,19,1.9473684210526316
548,0.008084744580268798,5,3.0
550,0.009701693496322555,5,3.4
551,0.16325732993983175,80,3.51875
552,0.10878024183467284,59,3.2796610169491527
553,0.1442581915956545,63,3.8253968253968256
555,0.1818736036316155,58,3.7672413793103448
556,0.011318642412376316,6,3.3333333333333335
558,0.011318642412376316,7,3.0
562,0.044870351575303155,21,3.642857142857143
569,0.008084744580268798,5,3.0
575,0.02182881036672576,15,2.8
580,0.005659321206188158,4,2.75
585,0.04775260372616695,33,2.787878787878788
586,0.26670682241652327,104,2.894230769230769
587,0.2078183438910353,106,3.4245283018867925
588,0.35794120921963096,158,3.7721518987341773
589,0.601535553809101,198,3.977272727272727
590,0.36341410289531356,159,3.8270440251572326
592,0.6110736637809381,175,3.42
593,0.9054113828098945,232,4.202586206896552
594,0.15042931372842158,70,3.657142857142857
595,0.30094566779233894,132,3.784090909090909
596,0.10070836936517205,50,3.49
597,0.25939189020406356,123,3.5040650406504064
599,0.02344575928277951,10,3.9
605,0.014956777473497275,9,3.0555555555555554
608,0.7438596168788639,151,4.119205298013245
609,0.026679657114887033,13,3.5384615384615383
610,0.06589066832919069,32,3.546875
611,0.006872032893228477,6,2.4166666666666665
612,0.006872032893228478,5,2.7
613,0.012935591328430075,7,3.2857142857142856
616,0.0764980856177477,39,3.371794871794872
619,0.006872032893228477,4,3.125
627,0.010105930725335997,5,3.5
628,0.06750761724524446,32,3.609375
631,0.016977963618564487,10,3.1
637,0.05335931422977405,31,3.129032258064516
640,0.014956777473497274,11,2.6818181818181817
647,0.052955077000760624,28,3.3392857142857144
648,0.31105155757617964,149,3.5503355704697985
653,0.10111237793221269,58,3.1551724137931036
656,0.008084744580268798,5,3.0
661,0.09545328674863561,48,3.4583333333333335
662,0.012935591328430075,7,3.2857142857142856
663,0.021424573137712316,11,3.409090909090909
667,0.011318642412376316,7,3.0
671,0.07235846408428374,36,3.486111111111111
673,0.059062298810098605,43,2.6744186046511627
674,0.015765251931524154,9,3.1666666666666665
678,0.020616098679685436,9,3.8333333333333335
688,0.009297456267309117,8,2.4375
694,0.016169489160537596,10,3.0
697,0.006872032893228478,5,2.7
700,0.012531354099416634,7,3.2142857142857144
704,0.007680507351255357,5,2.9
707,0.030722029405021428,20,2.9
708,0.10914405183362874,56,3.4107142857142856
709,0.01865151132312074,11,3.090909090909091
710,0.010105930725335995,8,2.5625
711,0.016573726389551034,10,3.05
714,0.1050661058878325,13,3.923076923076923
719,0.04648728487260017,32,2.796875
720,0.06144405903647894,25,4.04
724,0.048953140557792346,29,3.086206896551724
725,0.0048508467481612775,4,2.5
728,0.018999149763631675,9,3.611111111111111
733,0.23445759288922577,111,3.6126126126126126
735,0.013744065786456955,6,3.8333333333333335
736,0.2207634688874645,118,3.3135593220338984
737,0.02546694542784671,18,2.75
741,0.05295561738888773,21,4.119047619047619
742,0.016169489160537596,10,3.0
743,0.034764432162340576,27,2.5925925925925926
745,0.10160262199627684,41,3.9390243902439024
748,0.03476440169515583,20,3.15
750,0.5234176938191845,81,4.339506172839506
761,0.02465847096981983,17,2.7941176470588234
762,0.044061857962465104,39,2.3974358974358974
765,0.033187906898692075,19,3.1578947368421053
778,0.24573528433602249,80,4.0
780,0.3961579193228879,181,3.455801104972376
781,0.012935591328430075,6,3.6666666666666665
782,0.011722879641389756,7,3.0714285714285716
783,0.08134893541892821,41,3.402439024390244
784,0.0622573684685523,45,2.7111111111111112
785,0.26208341171833277,38,3.4210526315789473
786,0.10388896785645403,60,3.1416666666666666
788,0.2117324089817485,73,2.767123287671233
798,0.014148303015470395,11,2.590909090909091
799,0.041232197359370865,21,3.4285714285714284
800,0.048508467481612784,19,4.157894736842105
801,0.018999149763631675,11,3.1363636363636362
802,0.08367710640578205,44,3.352272727272727
804,0.014552540244483833,8,3.25
805,0.07518812459650041,35,3.657142857142857
809,0.009297456267309117,8,2.4375
810,0.012127116870403196,12,2.25
813,0.007276270122241917,5,2.8
818,0.017382200847577915,9,3.388888888888889
828,0.011318642412376316,6,3.3333333333333335
829,0.012127116870403196,9,2.6666666666666665
830,0.03520908274199534,21,3.0714285714285716
832,0.06346524495511066,33,3.378787878787879
833,0.004446609519147839,5,2.1
836,0.024254233740806392,15,3.0
837,0.05300924750527195,29,3.2586206896551726
838,0.06917887596675013,29,3.9482758620689653
839,0.02142457313771231,14,2.892857142857143
842,0.014552540244483833,11,2.6363636363636362
848,0.012935591328430075,7,3.2857142857142856
849,0.06265677049708318,40,2.9375
851,0.006872032893228478,5,2.7
852,0.07357117568044606,41,3.2195121951219514
858,0.7307774627802901,159,4.314465408805032
861,0.01819067530560479,8,3.8125
866,0.055784737603854696,23,4.0
880,0.03678558784022303,26,2.75
881,0.004042372290134398,4,2.25
886,0.008084744580268796,4,3.5
891,0.011318642412376316,5,3.8
892,0.02465847096981983,12,3.5416666666666665
898,0.07159043498594359,26,4.403846153846154
899,0.09837590246264154,37,4.27027027027027
900,0.02631589524161607,12,3.7083333333333335
901,0.010914405183362876,6,3.25
902,0.07603703230916616,32,3.9375
903,0.18778670925717697,55,4.0636363636363635
904,0.49834774942514287,74,4.236486486486487
905,0.11028302200391675,13,4.423076923076923
906,0.017826928934071826,7,4.142857142857143
908,0.4433799888263518,54,4.175925925925926
909,0.11081658121865944,23,4.195652173913044
910,0.11322685425798913,45,4.111111111111111
911,0.026720121250594704,11,4.0
912,0.28867034524435753,89,4.297752808988764
913,0.1093342927526435,41,4.182926829268292
914,0.1519520964816501,31,4.064516129032258
915,0.13942083160771168,28,3.8392857142857144
916,0.05431385008106769,21,4.166666666666667
918,0.02106545238339227,8,4.25
919,0.28370921344769484,80,3.89375
920,0.0885683762561204,41,3.6707317073170733
921,0.017382200847577915,9,3.388888888888889
922,0.14303753143397127,25,4.4
923,0.19488767417121772,59,4.008474576271187
924,0.2877611738850289,91,3.89010989010989
926,0.11404004533921466,24,4.229166666666667
928,0.04369808085761055,17,4.176470588235294
930,0.05012541639766655,19,4.2631578947368425
931,0.01899914976363167,8,3.9375
932,0.01904430514604863,8,3.9375
933,0.05942287266497566,22,4.340909090909091
934,0.02182881036672575,12,3.25
936,0.013339828557443516,5,4.3
938,0.009297456267309117,5,3.3
940,0.01944385168087268,8,4.0
942,0.016169489160537592,6,4.333333333333333
943,0.01657372638955103,7,3.9285714285714284
